Start Date,End Date,Customer Search Term,Search Term Impression Rank,Search Term Impression Share,Targeting,Match Type,Portfolio name,Campaign Name,Ad Group Name,Currency,Clicks,Impressions,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"7 Day Total Sales ","Total Advertising Cost of Sales (ACOS) ",Total Return on Advertising Spend (ROAS),7 Day Conversion Rate
"May 9, 2022","Jun 7, 2022",instant pot silicone,3,18.68%,instant pot silicone,EXACT,Silicone Bakeware Sling,Silicone Bakeware Sling - SP - KW - Main,Silicone Bakeware Sling - SP - KW - Main - KW Exact,USD,1,7,14.2900%,$2.02,$2.02,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot silicone,3,18.68%,instant pot silicone,EXACT,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Exact - Set 1,USD,1,13,7.6900%,$0.58,$0.58,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot silicone,3,18.68%,instant pot silicone,EXACT,IP Lid,IP Lids 8 QT - SP - KW - Main,IP Lids 8 QT - SP - KW - Main - KW Exact - Set 1,USD,2,347,0.5800%,$1.31,$0.655,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot silicone,3,18.68%,instant pot silicone,EXACT,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - KW - Main,Silicone Egg Bite Molds - SP - KW - Main - KW Exact,USD,4,33,12.1200%,$5.58,$1.395,1,$25.95,21.5000%,4.65,25.0000%
"May 9, 2022","Jun 7, 2022",springform pan 4 inch,1,44.15%,springform pan 4 inch,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,4,400,1.0000%,$5.68,$1.42,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",wooden wall shelves,5,3.71%,wooden wall shelves,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,4,400,1.0000%,$3.33,$0.8325,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b08pbbvw96,1,72.41%,"asin=\""B08PBBVW96\""",-,Silicone Roasting Rack,Silicone Roasting Rack - SP - Prod - Comp,Silicone Roasting Rack - SP - Prod - Comp - ASIN Comp,USD,7,399,1.7500%,$3.38,$0.4829,4,$51.8,6.5300%,15.33,57.1400%
"May 9, 2022","Jun 7, 2022",mini cake pan,4,6.21%,mini cake pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,25,399,6.2700%,$27.0,$1.08,3,$56.85,47.4900%,2.11,12.0000%
"May 9, 2022","Jun 7, 2022",mid-century modern plant stand,12,3.14%,mid century modern plant stand,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,2,394,0.5100%,$1.44,$0.72,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",laundry washer cleaner,4,16.57%,laundry washer cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,45,392,11.4800%,$121.97,$2.7104000000000004,14,$207.01,58.9200%,1.70,31.1100%
"May 9, 2022","Jun 7, 2022",wood floating shelve,1,55.07%,wood floating shelve,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,1,391,0.2600%,$0.3,$0.3,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b08dr72hhc,1,90.78%,"asin=\""B08DR72HHC\""",-,Exp Steamer Basket,Exp Steamer Basket - SP - Prod - Comp,Exp Steamer Basket - SP - Prod - Comp - ASIN Comp - Direct,USD,6,384,1.5600%,$4.32,$0.72,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",crock pot lid,6,1.41%,crock pot lid,EXACT,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Exact - Set 1,USD,4,384,1.0400%,$2.37,$0.5925,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",7 springform pan for instant pot,1,85.43%,7 springform pan for instant pot,EXACT,Cakeware Pans,Cakeware Pans 7 Inch - SP - KW - Main,Cakeware Pans 7 Inch - SP - KW - Main - KW Exact,USD,26,381,6.8200%,$19.38,$0.7454000000000001,16,$172.7,11.2200%,8.91,61.5400%
"May 9, 2022","Jun 7, 2022",silicone egg,2,24.01%,silicone egg,EXACT,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - KW - Main,Silicone Egg Bite Molds - SP - KW - Main - KW Exact,USD,2,381,0.5200%,$0.68,$0.34,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",small spring pans,1,100.00%,small spring pans,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,3,377,0.8000%,$2.12,$0.7067,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",splash spotless washing machine tablets,1,76.27%,washing machine washing tablets,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,44,376,11.7000%,$43.54,$0.9895,13,$206.31,21.1000%,4.74,29.5500%
"May 9, 2022","Jun 7, 2022",washer cleaning tablets,2,22.29%,washer cleaning tablet,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,74,375,19.7300%,$127.16,$1.7184,25,$367.77,34.5800%,2.89,33.7800%
"May 9, 2022","Jun 7, 2022",wood floating shelf,28,0.72%,wood floating shelf,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,25,375,6.6700%,$29.76,$1.1904000000000001,2,$119.9,24.8200%,4.03,8.0000%
"May 9, 2022","Jun 7, 2022",small floating shelf,84,0.03%,small floating shelves,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,7,374,1.8700%,$2.03,$0.29,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",affresh washer machine cleaner,7,0.53%,affresh washer machine cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Comp,Washing Machine Cleaner - SP - KW - Comp - KW Exact,USD,18,370,4.8600%,$38.16,$2.12,9,$134.55,28.3600%,3.53,50.0000%
"May 9, 2022","Jun 7, 2022",b07cpcwqc4,2,9.20%,"asin=\""B07CPCWQC4\""",-,No Portfolio,Silicone Steamer Basket - SP - Prod - Comp,Silicone Steamer Basket - SP - Prod - Comp - ASIN Comp - Direct Silicone Steamers,USD,5,369,1.3600%,$2.3,$0.46,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",washer tablets cleaner,3,7.24%,*,-,Dishwasher Cleaner,Dishwasher Cleaner - SP - Auto - TOS,Dishwasher Cleaner - SP - Auto - TOS,USD,1,9,11.1100%,$1.5,$1.5,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",washer tablets cleaner,3,7.24%,washer tablets cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,115,359,32.0300%,$249.53,$2.1698,47,$697.37,35.7800%,2.79,40.8700%
"May 9, 2022","Jun 7, 2022",b0073m3yow,2,16.51%,"asin=\""B0073M3YOW\""",-,Active Detergent,Active Detergent - SP - Prod - Comp,Active Detergent - SP - Prod - Comp - ASIN Comp - Direct,USD,4,367,1.0900%,$10.03,$2.5075,1,$24.95,40.2000%,2.49,25.0000%
"May 9, 2022","Jun 7, 2022",b086yq48wp,1,76.57%,"asin=\""B086YQ48WP\""",-,Exp Steamer Basket,Exp Steamer Basket - SP - Prod - Comp,Exp Steamer Basket - SP - Prod - Comp - ASIN Comp - Direct,USD,5,366,1.3700%,$3.93,$0.7859999999999999,1,$12.95,30.3500%,3.30,20.0000%
"May 9, 2022","Jun 7, 2022",lg tub cleaner,3,16.46%,lg tub cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,43,363,11.8500%,$91.29,$2.123,18,$266.11,34.3100%,2.91,41.8600%
"May 9, 2022","Jun 7, 2022",instant pot fridge lid,1,95.48%,instant pot fridge lid,EXACT,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Exact - Set 1,USD,3,359,0.8400%,$1.84,$0.6133,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",long wall shelves,10,1.60%,wall shelves,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,16,356,4.4900%,$14.13,$0.8831,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",long wall shelves,10,1.60%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,2,2,100.0000%,$1.8,$0.9,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",fox and fern,2,2.40%,fox fern,EXACT,Plant Stands (Adjustable),Plant Stands - Competitors - KW - Targeted,Plant Stands - Competitors - KW - Targeted (Exact),USD,3,357,0.8400%,$1.75,$0.5832999999999999,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",round cake pans,59,0.08%,round cake pans,EXACT,Cakeware Pans,Cakeware Pans General - SP - KW - Main,Cakeware Pans General - SP - KW - Main - KW Exact,USD,11,356,3.0900%,$9.87,$0.8973,1,$20.95,47.1100%,2.12,9.0900%
"May 9, 2022","Jun 7, 2022",veg steamers,1,100.00%,veg steamer,EXACT,Silicone Steamer Basket,Silicone Steamer Basket - SP - KW - Main,Silicone Steamer Basket - SP - KW - Main - KW Exact,USD,1,356,0.2800%,$0.35,$0.35,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",7 cake pan round,1,63.67%,7 cake pan round,EXACT,Cakeware Pans,Cakeware Pans 7 Inch - SP - KW - Main,Cakeware Pans 7 Inch - SP - KW - Main - KW Exact,USD,1,354,0.2800%,$0.54,$0.54,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",rack for instapot,1,62.77%,racks instapot,EXACT,Silicone Roasting Rack,Silicone Roasting Rack - SP - KW - Main,Silicone Roasting Rack - SP - KW - Main - KW Exact,USD,5,354,1.4100%,$2.24,$0.44799999999999995,2,$25.9,8.6500%,11.56,40.0000%
"May 9, 2022","Jun 7, 2022",silicone vegetable steamer,1,32.71%,silicone vegetable steamer,EXACT,Silicone Steamer Basket,Silicone Steamer Basket - SP - KW - Main,Silicone Steamer Basket - SP - KW - Main - KW Exact,USD,1,352,0.2800%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",dishwasher deodorizer for smell,1,47.59%,dishwasher deodorizer for smell,EXACT,Dishwasher Cleaner,Dishwasher Cleaner - SP - KW - Main,Dishwasher Cleaner - SP - KW - Main - KW Exact,USD,31,346,8.9600%,$67.97,$2.1926,17,$271.15,25.0700%,3.99,54.8400%
"May 9, 2022","Jun 7, 2022",affresh dishwasher cleaner tablets,4,1.77%,affresh dishwasher cleaner tablets,EXACT,Dishwasher Cleaner,Dishwasher Cleaner - SP - KW - Comp,Dishwasher Cleaner - SP - KW - Comp - KW Exact,USD,13,345,3.7700%,$26.45,$2.0346,3,$47.85,55.2800%,1.81,23.0800%
"May 9, 2022","Jun 7, 2022",b007pb7dy8,4,8.80%,"asin=\""B007PB7DY8\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,2,345,0.5800%,$1.94,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot covers 6qt,4,2.21%,instant pot cover 6qt,EXACT,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Exact - Set 1,USD,10,342,2.9200%,$15.13,$1.5130000000000001,1,$13.99,108.1500%,0.92,10.0000%
"May 9, 2022","Jun 7, 2022",tier cake pans,3,6.96%,tier cake pan,EXACT,Cakeware Pans,Cakeware Pans 4 7 9 - SP - KW - Main,Cakeware Pans 4 7 9 - SP - KW - Main - KW Exact,USD,16,341,4.6900%,$25.1,$1.5688,1,$20.95,119.8100%,0.83,6.2500%
"May 9, 2022","Jun 7, 2022",dishwasher cleaner and disinfectant,17,0.25%,dishwasher cleaner and disinfectant,EXACT,Dishwasher Cleaner,Dishwasher Cleaner - SP - KW - Main,Dishwasher Cleaner - SP - KW - Main - KW Exact,USD,18,140,12.8600%,$43.41,$2.4116999999999997,14,$219.31,19.7900%,5.05,77.7800%
"May 9, 2022","Jun 7, 2022",dishwasher cleaner and disinfectant,17,0.25%,dishwasher cleaner disinfectant,EXACT,Dishwasher Cleaner,Dishwasher Cleaner - SP - KW - Main,Dishwasher Cleaner - SP - KW - Main - KW Exact,USD,18,200,9.0000%,$47.86,$2.6589,3,$47.85,100.0200%,1.00,16.6700%
"May 9, 2022","Jun 7, 2022",b07r1749cq,2,6.41%,"asin=\""B07R1749CQ\""",-,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - Prod - Comp,Silicone Egg Bite Molds - SP - Prod - Comp - ASIN Comp - 2 Pack Sling Set,USD,2,339,0.5900%,$1.28,$0.64,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b001ujxti0,3,12.43%,"asin=\""B001UJXTI0\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,5,338,1.4800%,$6.82,$1.364,1,$11.96,57.0200%,1.75,20.0000%
"May 9, 2022","Jun 7, 2022",instant pot sealing rings,1,45.16%,instant pot sealing rings,EXACT,IP Sealing Ring,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Exact,USD,4,336,1.1900%,$1.98,$0.495,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",ninja foodi steam diverter,3,9.22%,ninja foodi steam diverter,EXACT,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Exact,USD,11,335,3.2800%,$8.28,$0.7526999999999999,3,$29.85,27.7400%,3.61,27.2700%
"May 9, 2022","Jun 7, 2022",springform mini pan,1,100.00%,springform mini pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,334,0.3000%,$0.51,$0.51,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",stand planter,1,17.66%,stand planter,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,7,333,2.1000%,$8.64,$1.2343000000000002,1,$39.95,21.6300%,4.62,14.2900%
"May 9, 2022","Jun 7, 2022",wood plant holder,2,24.25%,wood plant holder,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,3,333,0.9000%,$4.17,$1.39,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",18 inch floating shelf,3,5.55%,floating shelf 18,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,2,13,15.3800%,$1.63,$0.815,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",18 inch floating shelf,3,5.55%,shelf floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,11,99,11.1100%,$8.29,$0.7536,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",18 inch floating shelf,3,5.55%,shelves floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,22,166,13.2500%,$15.96,$0.7254999999999999,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",18 inch floating shelf,3,5.55%,18 inch shelf,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,8,53,15.0900%,$6.1,$0.7625,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot 3 qt accessories,8,1.44%,instant pot 3 qt accessories,EXACT,IP Sealing Ring,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Exact,USD,1,331,0.3000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot gasket,5,1.48%,instant pot gasket,EXACT,IP Sealing Ring,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Exact,USD,6,331,1.8100%,$2.8,$0.4667,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",oak floating shelves,12,0.64%,oak floating shelf,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,8,331,2.4200%,$4.64,$0.58,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",detergent with enzymes,1,36.67%,detergent with enzymes,EXACT,Active Detergent,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,USD,23,330,6.9700%,$63.31,$2.7525999999999997,6,$174.65,36.2500%,2.76,26.0900%
"May 9, 2022","Jun 7, 2022",9 inch springform cake pan,1,33.03%,9 inch springform cake pan,EXACT,Cakeware Pans,Cakeware Pans 9 Inch - SP - KW - Main,Cakeware Pans 9 Inch - SP - KW - Main - KW Exact,USD,6,329,1.8200%,$8.54,$1.4233000000000002,1,$14.95,57.1200%,1.75,16.6700%
"May 9, 2022","Jun 7, 2022",b09l3wvwxg,1,88.92%,"asin=\""B09L3WVWXG\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,4,329,1.2200%,$5.81,$1.4525,1,$14.95,38.8600%,2.57,25.0000%
"May 9, 2022","Jun 7, 2022",modern shelf,8,2.42%,modern shelves,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,16,326,4.9100%,$26.08,$1.63,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",wall shelve,3,18.76%,wall shelve,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,4,326,1.2300%,$1.18,$0.295,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b09fjmsdmw,1,97.01%,"asin=\""B09FJMSDMW\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,2,324,0.6200%,$2.77,$1.385,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",small cheese cake pan,1,69.02%,small cheese cake pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,7,323,2.1700%,$4.24,$0.6057,1,$18.95,22.3700%,4.47,14.2900%
"May 9, 2022","Jun 7, 2022",reclaimed wood shelves,11,0.86%,reclaimed wood shelves,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,6,319,1.8800%,$4.62,$0.77,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot seals,7,1.90%,instant pot seal,EXACT,IP Sealing Ring,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Exact,USD,1,317,0.3200%,$0.49,$0.49,1,$14.99,3.2700%,30.59,100.0000%
"May 9, 2022","Jun 7, 2022",b08f3k2qkh,1,88.02%,"asin=\""B08F3K2QKH\""",-,Exp Steamer Basket,Exp Steamer Basket - SP - Prod - Comp,Exp Steamer Basket - SP - Prod - Comp - ASIN Comp - Direct,USD,5,316,1.5800%,$3.14,$0.628,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",8 inch springform pan,15,0.62%,8 inch springform pan,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 9 Inch - SP - KW - Phrase - KW Phrase,USD,2,10,20.0000%,$0.54,$0.27,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",8 inch springform pan,15,0.62%,springform,BROAD,Cakeware Pans,Cakeware Pans General - SP - KW - Main,Cakeware Pans General - SP - KW - Main - KW Broad,USD,2,26,7.6900%,$2.14,$1.07,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",8 inch springform pan,15,0.62%,8 inch springform pan,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 7 Inch - SP - KW - Phrase - KW Phrase,USD,11,278,3.9600%,$6.74,$0.6127,3,$36.3,18.5700%,5.39,27.2700%
"May 9, 2022","Jun 7, 2022",8 inch springform pan,15,0.62%,8 inch springform,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 7 Inch - SP - KW - Phrase - KW Phrase,USD,1,1,100.0000%,$0.74,$0.74,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",elevated plant stand,2,15.24%,elevated plant stand,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,9,314,2.8700%,$12.61,$1.4011000000000002,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",12” plant stand,19,0.96%,12 plant stand,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,2,311,0.6400%,$2.09,$1.045,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",cake molds for baking,18,1.49%,cake mold,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans General - SP - KW - Phrase - KW Phrase,USD,8,308,2.6000%,$4.79,$0.5988,1,$18.95,25.2800%,3.96,12.5000%
"May 9, 2022","Jun 7, 2022",sweat x laundry detergent,3,2.53%,sweat x laundry detergent,EXACT,Active Detergent,Active Detergent - SP - KW - Comp,Active Detergent - SP - KW - Comp - KW Exact,USD,4,308,1.3000%,$6.17,$1.5425,1,$24.95,24.7300%,4.04,25.0000%
"May 9, 2022","Jun 7, 2022",instant-pot lid,1,100.00%,instant pot lids,EXACT,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Exact - Set 1,USD,3,306,0.9800%,$1.68,$0.56,1,$13.99,12.0100%,8.33,33.3300%
"May 9, 2022","Jun 7, 2022",veggie steamer basket,5,3.67%,veggie steamer basket,EXACT,Exp Steamer Basket,Exp Steamer Basket - SP - KW - Main,Exp Steamer Basket - SP - KW - Main - KW Exact,USD,16,288,5.5600%,$16.91,$1.0569,7,$90.65,18.6500%,5.36,43.7500%
"May 9, 2022","Jun 7, 2022",veggie steamer basket,5,3.67%,veggie steamer basket,EXACT,Silicone Steamer Basket,Silicone Steamer Basket - SP - KW - Main,Silicone Steamer Basket - SP - KW - Main - KW Exact,USD,1,18,5.5600%,$0.35,$0.35,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",wall shelves for bathroom,63,0.17%,wall shelf bathroom,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,10,306,3.2700%,$12.79,$1.2790000000000001,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot silicone lid 6 qt,2,21.62%,instant pot silicone lids 6 qt,EXACT,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Exact - Set 1,USD,7,300,2.3300%,$4.35,$0.6214,2,$27.98,15.5500%,6.43,28.5700%
"May 9, 2022","Jun 7, 2022",instant pot silicone lid 6 qt,2,21.62%,silicone instant pot,BROAD,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - KW - Main,Silicone Egg Bite Molds - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$0.25,$0.25,1,$25.95,0.9600%,103.80,100.0000%
"May 9, 2022","Jun 7, 2022",shelves floating,6,4.55%,shelf floating,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,18,283,6.3600%,$25.95,$1.4417,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",shelves floating,6,4.55%,shelves floating,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,2,18,11.1100%,$3.44,$1.72,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",power pressure cooker xl sealing ring,1,79.16%,power pressure cooker xl sealing ring,EXACT,IP Sealing Ring,IP Sealing Ring 8 QT - SP - KW - Main,IP Sealing Ring 8 QT - SP - KW - Main - KW Exact - Set 1,USD,4,300,1.3300%,$1.72,$0.43,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",10 in plant stand,6,5.50%,10 plant stand,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,2,284,0.7000%,$2.75,$1.375,1,$33.96,8.1000%,12.35,50.0000%
"May 9, 2022","Jun 7, 2022",10 in plant stand,6,5.50%,10 plant stand,EXACT,Arch Plant Stand,Arch Plant Stand - SP - KW - Main,Arch Plant Stand - SP - KW - Main - KW Exact,USD,1,14,7.1400%,$0.29,$0.29,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",12 inch deep floating shelves,5,4.74%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,15,80,18.7500%,$11.72,$0.7813,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",12 inch deep floating shelves,5,4.74%,shelves floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,25,141,17.7300%,$17.1,$0.684,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",12 inch deep floating shelves,5,4.74%,shelf floating,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,8,75,10.6700%,$5.78,$0.7225,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b00llk2m8g,3,0.28%,"asin=\""B00LLK2M8G\""",-,Active Detergent,Active Detergent - SP - Prod - Comp,Active Detergent - SP - Prod - Comp - ASIN Comp - Sport Additives,USD,7,296,2.3600%,$13.14,$1.8771,2,$49.9,26.3300%,3.80,28.5700%
